order_id,customer_id,product_id,quantity,order_date
931,61,10,3,2025-05-20
932,6,12,3,2025-08-01
933,380,44,2,2025-05-11
934,127,37,3,2025-09-01
935,410,1,1,2024-12-24
936,40,42,2,2025-05-27
937,247,9,1,2025-05-12
938,237,10,1,2025-08-31
939,395,50,4,2025-03-06
940,77,12,4,2025-10-05
941,407,43,2,2025-11-03
942,8,27,4,2025-08-04
943,65,15,4,2025-04-17
944,242,34,2,2024-11-30
945,301,14,4,2025-02-05
946,337,54,2,2025-05-30
947,251,54,1,2025-02-19
948,58,45,2,2025-02-21
949,348,33,4,2025-03-15
950,275,42,3,2024-11-19
951,119,29,1,2025-10-25
952,294,39,3,2024-12-29
953,162,8,1,2025-06-28
954,253,57,1,2025-06-30
955,194,57,1,2024-12-13
956,33,41,3,2025-09-12
957,44,55,3,2025-03-26
958,349,17,3,2025-04-02
959,166,51,2,2025-03-15
960,8,38,4,2025-11-10
961,160,43,1,2025-09-14
962,254,41,4,2024-12-03
963,403,29,1,2025-09-18
964,76,12,3,2025-08-23
965,236,52,3,2025-01-20
966,58,11,4,2025-06-07
967,106,54,3,2025-08-04
968,2,43,3,2025-11-13
969,86,48,4,2025-01-30
970,257,5,4,2025-05-14
971,293,35,4,2025-01-10
972,445,27,4,2025-05-04
973,385,33,2,2025-03-09
974,401,31,4,2025-04-12
975,34,31,4,2024-12-31
976,251,52,1,2025-04-20
977,57,8,1,2025-11-12
978,74,57,3,2025-01-04
979,309,5,1,2025-07-06
980,441,4,3,2025-02-26
981,337,22,1,2025-03-27
982,199,3,1,2024-12-06
983,319,33,2,2025-03-14
984,357,25,4,2025-06-21
985,352,6,4,2025-11-18
986,202,40,1,2025-01-08
987,54,52,1,2025-05-26
988,95,2,2,2025-08-15
989,239,18,1,2025-05-03
990,80,49,4,2025-09-02
991,334,16,4,2024-12-29
992,101,39,1,2025-01-30
993,102,5,1,2025-05-21
994,428,15,3,2025-07-09
995,159,25,4,2025-05-23
996,181,2,3,2025-02-19
997,199,47,3,2025-07-04
998,194,54,3,2025-05-12
999,404,12,2,2025-04-07
1000,162,12,3,2025-10-04
1001,26,40,3,2025-07-20
1002,44,17,3,2025-07-20
1003,381,34,1,2025-06-07
1004,357,8,4,2025-02-04
1005,3,6,3,2024-11-26
1006,261,12,1,2025-02-22
1007,424,60,3,2025-05-19
1008,170,8,1,2025-06-17
1009,272,3,2,2025-07-29
1010,386,45,2,2024-12-02
1011,293,14,3,2025-07-30
1012,386,10,4,2025-03-09
1013,300,33,2,2025-05-25
1014,58,33,1,2025-03-15
1015,368,59,4,2025-11-16
1016,144,33,1,2025-10-07
1017,198,17,3,2025-06-23
1018,311,1,2,2025-09-25
1019,399,3,1,2025-11-07
1020,106,22,3,2025-02-15
1021,136,35,1,2025-09-01
1022,348,17,4,2025-08-10
1023,200,60,4,2025-09-28
1024,118,36,4,2025-01-13
1025,329,16,4,2025-04-16
1026,321,58,1,2024-12-17
1027,131,10,4,2025-04-12
1028,375,33,1,2025-10-28
1029,400,12,4,2025-05-28
1030,378,24,3,2025-01-06
1031,99,28,3,2025-10-31
1032,382,20,2,2025-02-14
1033,4,10,4,2025-10-07
1034,396,60,3,2024-11-26
1035,13,53,3,2025-10-27
1036,36,29,1,2025-10-13
1037,393,36,4,2025-03-28
1038,317,57,1,2025-02-12
1039,158,33,1,2025-06-02
1040,118,40,1,2025-10-11
1041,97,42,3,2024-12-21
1042,158,13,3,2025-05-01
1043,444,16,1,2025-08-26
1044,227,30,3,2025-01-20
1045,388,42,4,2025-05-28
1046,79,51,1,2024-11-29
1047,334,17,1,2024-12-03
1048,193,51,4,2024-12-05
1049,317,15,4,2024-12-22
1050,277,57,2,2025-03-25
1051,387,52,2,2024-12-11
1052,190,5,2,2025-09-29
1053,42,41,2,2025-10-14
1054,384,32,3,2025-05-25
1055,357,9,4,2025-03-14
1056,287,44,2,2025-10-19
1057,359,43,4,2025-06-26
1058,109,52,1,2025-01-31
1059,331,41,1,2025-04-08
1060,225,22,1,2025-04-29
1061,199,38,2,2025-02-16
1062,402,18,3,2025-07-22
1063,180,24,3,2025-07-28
1064,123,24,4,2025-06-17
1065,301,22,4,2025-08-11
1066,274,39,3,2025-05-13
1067,239,4,3,2025-05-14
1068,211,23,2,2025-11-15
1069,124,55,2,2025-03-26
1070,5,45,4,2025-08-05
1071,29,18,2,2025-05-22
1072,187,27,3,2025-03-04
1073,165,31,4,2025-02-05
1074,321,26,2,2025-08-07
1075,150,31,3,2025-08-29
1076,227,27,1,2025-08-30
1077,297,5,4,2024-11-23
1078,334,9,3,2025-07-30
1079,333,13,4,2024-11-25
1080,1,21,2,2025-09-10
1081,414,13,4,2025-10-18
1082,144,47,3,2025-10-03
1083,32,55,3,2025-03-04
1084,131,38,3,2025-07-21
1085,44,52,4,2025-07-09
1086,255,59,3,2025-03-20
1087,332,12,1,2025-04-06
1088,334,56,2,2025-07-28
1089,350,20,2,2025-10-04
1090,24,39,2,2025-07-31
1091,285,45,3,2025-03-02
1092,10,36,4,2025-09-13
1093,293,45,3,2025-10-13
1094,214,24,1,2025-05-04
1095,430,2,2,2025-10-29
1096,132,27,3,2025-02-14
1097,70,9,3,2025-10-02
1098,343,47,3,2025-04-07
1099,262,53,3,2025-09-01
1100,98,5,2,2025-02-07
1101,43,35,2,2025-02-10
1102,227,25,3,2025-10-29
1103,50,50,4,2025-11-17
1104,435,39,2,2025-06-19
1105,16,26,1,2025-02-12
1106,438,9,3,2025-09-16
1107,95,26,2,2025-05-08
1108,337,15,2,2025-03-20
1109,294,46,1,2024-12-20
1110,68,52,2,2025-07-13
1111,435,55,4,2025-02-13
1112,391,58,2,2024-12-24
1113,243,47,1,2025-06-22
1114,275,39,1,2025-06-18
1115,432,4,1,2025-04-21
1116,179,33,2,2025-05-22
1117,435,18,2,2025-08-17
1118,403,35,1,2025-06-27
1119,423,56,4,2025-05-10
1120,137,23,4,2025-01-18
1121,381,36,3,2025-08-21
1122,60,36,2,2024-12-28
1123,354,1,3,2025-07-14
1124,229,44,3,2025-08-05
1125,169,3,4,2025-09-08
1126,47,26,2,2025-06-08
1127,58,49,1,2025-06-18
1128,333,6,2,2025-04-13
1129,192,11,2,2025-08-05
1130,5,55,1,2025-04-30
1131,183,41,3,2025-07-09
1132,270,14,2,2025-04-29
1133,104,60,3,2025-09-08
1134,7,53,3,2025-09-19
1135,316,33,2,2025-01-19
1136,146,11,4,2025-09-11
1137,58,32,4,2025-09-28
1138,87,16,4,2025-08-31
1139,378,44,1,2025-01-22
1140,369,17,3,2025-05-24
1141,202,11,4,2025-03-08
1142,350,14,4,2025-02-04
1143,224,50,1,2025-10-12
1144,396,4,2,2025-04-09
1145,163,29,3,2025-09-17
1146,115,47,3,2025-04-13
1147,205,7,1,2025-07-15
1148,394,5,1,2025-08-17
1149,327,16,4,2025-01-18
1150,5,20,3,2025-10-14
1151,115,4,2,2025-04-23
1152,312,35,4,2025-11-14
1153,337,37,3,2025-08-28
1154,273,20,1,2025-04-02
1155,223,52,3,2025-08-13
1156,80,50,3,2025-10-06
1157,284,38,4,2025-07-25
1158,352,50,1,2025-09-27
1159,81,5,4,2025-01-22
1160,308,38,4,2024-11-30
1161,81,13,2,2025-07-23
1162,241,20,2,2025-09-11
1163,251,27,4,2025-01-04
1164,311,16,3,2025-10-18
1165,297,39,3,2025-04-01
1166,95,33,2,2025-11-12
1167,98,30,1,2025-10-14
1168,138,3,3,2025-04-06
1169,19,16,4,2024-12-12
1170,231,24,2,2025-08-09
1171,274,42,2,2025-03-11
1172,33,6,3,2025-07-08
1173,410,13,2,2025-04-20
1174,257,15,3,2025-04-03
1175,143,6,1,2025-04-28
1176,272,6,3,2025-07-15
1177,87,57,2,2025-07-01
1178,228,8,3,2025-04-05
1179,397,5,1,2025-01-26
1180,204,26,2,2025-07-11
1181,366,4,3,2025-02-13
1182,96,34,2,2024-11-23
1183,63,41,2,2025-06-28
1184,105,13,4,2025-01-28
1185,438,5,4,2025-03-23
1186,362,32,3,2025-02-17
1187,398,57,2,2025-03-17
1188,106,18,2,2025-06-24
1189,178,23,4,2025-09-07
1190,377,40,2,2025-05-14
1191,194,21,4,2025-06-26
1192,370,10,4,2025-01-14
1193,53,49,3,2025-03-10
1194,366,26,4,2025-10-14
1195,380,43,1,2025-05-05
1196,167,55,4,2025-09-20
1197,329,55,4,2025-07-08
1198,96,46,3,2025-02-23
1199,154,20,2,2025-11-13
1200,143,30,4,2025-10-02
1201,327,21,2,2025-07-13
1202,322,32,4,2025-04-11
1203,47,41,3,2024-12-02
1204,447,10,1,2025-08-18
1205,83,56,4,2025-07-15
1206,101,38,1,2025-09-22
1207,273,6,2,2025-10-31
1208,1,36,1,2025-08-13
1209,138,17,3,2025-06-23
1210,359,4,2,2025-01-20
1211,32,42,4,2025-04-30
1212,235,4,4,2025-03-25
1213,313,21,3,2025-04-16
1214,178,14,3,2025-03-22
1215,298,41,1,2025-03-31
1216,24,12,2,2025-09-23
1217,102,4,3,2024-12-13
1218,349,9,2,2025-05-04
1219,188,36,4,2025-11-17
1220,40,33,1,2024-11-25
1221,63,9,4,2025-07-01
1222,206,24,2,2025-10-18
1223,404,29,4,2025-04-26
1224,331,41,1,2025-04-10
1225,62,11,2,2025-02-19
1226,132,39,1,2025-01-16
1227,59,24,4,2025-07-07
1228,433,40,1,2024-12-06
1229,140,39,2,2025-06-14
1230,2,27,3,2025-10-21
1231,387,40,4,2025-09-29
1232,191,18,3,2025-03-24
1233,428,48,3,2025-07-20
1234,65,39,1,2025-09-10
1235,395,18,4,2025-10-03
1236,385,24,3,2025-09-02
1237,305,42,2,2025-03-14
1238,67,50,1,2025-08-08
1239,133,2,4,2025-03-04
1240,186,26,2,2025-11-02
1241,353,41,3,2024-11-27
1242,65,47,1,2025-09-12
1243,192,29,2,2025-01-08
1244,359,35,3,2025-04-07
1245,141,24,4,2025-08-06
1246,4,2,4,2025-05-26
1247,19,39,4,2025-01-27
1248,174,40,1,2025-05-08
1249,261,10,3,2025-05-09
1250,413,49,2,2025-05-15
1251,305,19,1,2025-06-02
1252,158,59,3,2025-01-28
1253,362,7,2,2025-09-28
1254,434,18,2,2025-09-25
1255,146,21,1,2025-10-14
1256,185,60,4,2025-05-14
1257,450,33,2,2025-08-19
1258,224,7,4,2024-11-19
1259,86,55,2,2025-11-15
1260,376,13,3,2025-11-11
1261,100,1,2,2025-08-24
1262,406,8,1,2025-04-17
1263,157,17,2,2025-09-19
1264,376,18,2,2025-08-01
1265,218,57,1,2025-07-16
1266,394,49,2,2024-12-07
1267,342,7,1,2025-04-15
1268,71,34,2,2025-04-29
1269,252,14,1,2025-08-23
1270,61,20,1,2025-03-13
1271,225,60,2,2025-01-15
1272,380,22,4,2025-11-05
1273,184,25,3,2024-11-19
1274,43,35,2,2025-04-14
1275,415,14,1,2025-10-08
1276,59,39,1,2025-04-22
1277,277,28,4,2025-07-23
1278,239,15,3,2025-03-25
1279,317,6,4,2025-05-23
1280,188,32,4,2025-03-04
1281,254,15,4,2025-09-02
1282,112,13,1,2025-03-08
1283,136,50,4,2025-10-21
1284,403,5,4,2024-12-13
1285,399,23,2,2025-05-29
1286,288,59,1,2025-10-20
1287,57,35,1,2024-12-23
1288,365,48,2,2025-03-28
1289,246,45,1,2025-01-26
1290,3,5,4,2025-06-04
1291,82,24,4,2024-11-21
1292,1,46,4,2024-11-30
1293,263,42,1,2024-12-24
1294,111,40,1,2025-01-18
1295,66,7,1,2025-10-23
1296,444,4,4,2025-09-29
1297,439,44,1,2025-07-01
1298,335,49,3,2025-01-17
1299,179,40,4,2025-06-06
1300,206,10,1,2025-03-07
1301,61,52,2,2025-04-25
1302,386,8,2,2025-07-03
1303,92,21,4,2025-07-27
1304,73,46,4,2025-09-01
1305,223,9,2,2025-09-30
1306,173,51,1,2025-02-18
1307,31,7,2,2025-06-10
1308,79,60,2,2025-05-22
1309,154,22,2,2025-08-06
1310,437,56,4,2025-09-28
1311,92,19,3,2025-06-25
1312,43,13,4,2025-07-20
1313,195,51,2,2025-05-24
1314,242,19,2,2025-06-13
1315,21,28,1,2025-11-17
1316,67,39,1,2025-10-25
1317,362,58,1,2025-08-27
1318,39,54,2,2025-03-29
1319,121,5,2,2025-02-16
1320,96,6,1,2024-12-04
1321,155,26,2,2025-01-05
1322,80,35,1,2025-03-10
1323,264,13,4,2025-06-12
1324,233,29,3,2025-05-28
1325,367,32,1,2024-12-09
1326,403,60,1,2025-05-31
1327,75,16,4,2025-09-02
1328,265,57,4,2025-02-10
1329,169,39,3,2024-11-26
1330,309,42,2,2025-05-17
1331,259,22,1,2025-09-08
1332,312,4,2,2025-03-08
1333,365,46,3,2025-10-29
1334,173,53,4,2025-01-06
1335,53,25,4,2025-11-12
1336,270,1,3,2025-04-25
1337,138,10,4,2025-03-28
1338,161,7,4,2024-12-20
1339,430,14,1,2025-04-13
1340,71,52,2,2025-06-20
1341,380,11,1,2025-09-10
1342,414,29,4,2025-08-28
1343,393,33,3,2025-05-11
1344,218,49,3,2025-08-12
1345,402,17,4,2025-08-26
1346,300,18,4,2025-01-25
1347,293,45,1,2025-10-31
1348,290,19,1,2025-03-05
1349,66,54,2,2025-07-24
1350,18,12,4,2025-06-09
1351,270,22,3,2025-04-07
1352,243,10,4,2025-11-01
1353,209,18,3,2025-07-23
1354,76,24,4,2025-01-18
1355,296,36,2,2025-07-28
1356,320,28,2,2025-11-16
1357,102,20,2,2025-08-31
1358,342,48,3,2025-08-30
1359,206,17,3,2025-10-16
1360,196,46,3,2025-09-14
1361,429,2,2,2025-10-13
1362,264,48,4,2024-12-14
1363,168,27,2,2025-05-15
1364,273,37,2,2025-05-11
1365,207,20,4,2025-03-24
1366,208,40,4,2025-05-08
1367,425,60,3,2024-12-30
1368,183,22,3,2025-02-27
1369,45,43,2,2025-06-22
1370,242,49,1,2025-05-06
1371,316,15,1,2025-07-07
1372,274,6,2,2025-07-10
1373,215,8,3,2025-10-28
1374,279,26,4,2025-08-05
1375,332,51,1,2025-01-06
1376,4,21,3,2025-08-04
1377,364,25,1,2024-12-08
1378,56,42,2,2025-07-20
1379,158,12,1,2025-06-15
1380,419,14,4,2025-06-15
1381,363,55,3,2024-12-12
1382,332,40,4,2025-10-11
1383,40,21,3,2025-09-26
1384,280,54,2,2025-03-18
1385,1,37,4,2025-01-01
1386,48,50,3,2025-08-18
1387,138,44,2,2025-02-10
1388,390,7,2,2025-09-27
1389,242,18,3,2025-04-07
1390,61,44,2,2025-10-06
1391,193,10,1,2025-03-19
1392,123,4,2,2025-01-19
1393,61,25,1,2025-01-30
1394,228,23,1,2025-06-30
1395,159,27,1,2025-02-25
1396,360,55,3,2025-03-14
1397,347,33,2,2025-05-26
1398,17,47,1,2025-11-05
1399,444,51,2,2025-07-03
1400,33,49,3,2025-03-19
1401,84,30,1,2025-02-04
1402,116,57,2,2025-10-19
1403,92,49,3,2025-06-13
1404,44,16,1,2025-07-10
1405,399,40,2,2024-12-29
1406,341,35,3,2024-12-21
1407,274,8,4,2025-09-22
1408,192,10,2,2025-11-07
1409,74,22,1,2025-06-01
1410,196,12,4,2024-12-20
1411,326,11,1,2025-09-18
1412,9,34,1,2025-02-03
1413,170,48,3,2025-08-19
1414,379,25,4,2025-11-01
1415,294,35,4,2025-11-03
1416,274,45,4,2025-07-01
1417,93,20,1,2025-07-19
1418,21,20,1,2025-05-10
1419,261,30,4,2025-10-02
1420,307,45,1,2025-10-13
1421,18,7,1,2025-08-18
1422,227,38,4,2024-11-28
1423,126,19,4,2025-09-19
1424,57,52,3,2024-12-27
1425,329,58,3,2025-08-13
1426,410,54,3,2025-09-28
1427,425,6,2,2025-02-04
1428,352,45,2,2025-02-26
1429,408,30,3,2025-09-17
1430,287,58,2,2025-08-07
1431,404,48,4,2024-12-07
1432,300,46,2,2025-08-23
1433,411,35,2,2024-12-26
1434,76,47,3,2024-12-26
1435,192,9,4,2025-04-06
1436,228,23,4,2025-05-21
1437,422,53,1,2024-12-29
1438,199,34,4,2025-11-13
1439,146,49,3,2025-04-27
1440,114,4,4,2025-04-09
1441,357,28,4,2025-06-28
1442,361,52,1,2025-07-27
1443,103,38,1,2025-05-13
1444,73,33,2,2025-01-29
1445,322,25,4,2025-05-12
1446,437,19,2,2024-11-24
1447,358,17,4,2025-08-16
1448,344,18,1,2025-03-11
1449,102,7,2,2024-12-11
1450,183,50,2,2025-07-09
1451,430,37,4,2025-09-10
1452,274,5,3,2025-01-05
1453,401,13,1,2025-06-30
1454,177,21,1,2025-10-06
1455,17,24,4,2025-09-22
1456,251,15,3,2025-07-13
1457,404,18,1,2025-09-21
1458,289,4,3,2025-04-02
1459,167,38,1,2025-06-25
1460,418,36,4,2024-11-24
1461,159,37,3,2025-10-06
1462,165,39,2,2025-04-15
1463,231,35,2,2025-03-08
1464,103,6,2,2025-04-05
1465,307,48,3,2024-12-01
1466,338,31,1,2025-10-06
1467,20,15,3,2025-08-03
1468,31,25,1,2025-08-11
1469,363,5,4,2025-07-27
1470,92,31,1,2025-10-14
1471,447,33,2,2025-02-28
1472,230,1,2,2025-02-10
1473,109,51,2,2024-12-19
1474,416,34,3,2025-04-03
1475,207,20,2,2025-10-27
1476,298,51,1,2024-12-22
1477,438,55,1,2025-03-16
1478,16,29,4,2025-09-10
1479,356,58,2,2025-08-17
1480,250,24,4,2025-09-01
1481,306,8,3,2025-11-05
1482,332,54,4,2025-04-21
1483,4,26,3,2025-08-30
1484,79,51,1,2025-05-09
1485,70,28,3,2025-08-10
1486,116,23,2,2025-10-22
1487,213,15,3,2024-11-25
1488,361,55,2,2024-12-30
1489,419,32,1,2025-08-06
1490,409,22,1,2025-07-07
1491,72,56,1,2025-04-27
1492,441,20,4,2025-08-23
1493,108,9,4,2024-11-24
1494,97,41,1,2025-08-29
1495,130,31,2,2025-04-28
1496,339,22,1,2025-08-09
1497,59,7,3,2025-01-06
1498,82,53,2,2025-01-12
1499,48,23,4,2025-09-12
1500,157,2,2,2024-12-08
1501,360,27,3,2025-11-13
1502,442,5,4,2025-07-07
1503,192,59,4,2025-03-23
1504,291,52,4,2024-12-21
1505,249,34,2,2025-03-03
1506,120,40,2,2025-08-28
1507,257,47,4,2025-01-30
1508,25,20,2,2025-04-26
1509,259,43,1,2025-03-23
1510,241,8,2,2025-08-22
1511,189,52,2,2025-01-11
1512,278,22,4,2025-08-31
1513,171,8,1,2025-07-15
1514,9,37,3,2025-11-04
1515,314,12,3,2025-05-04
1516,439,22,3,2025-02-25
1517,244,58,4,2025-11-07
1518,284,54,3,2025-10-06
1519,317,22,3,2025-01-30
1520,43,8,3,2025-10-06
1521,264,9,3,2025-02-19
1522,7,55,4,2025-01-18
1523,313,49,4,2025-10-17
1524,73,13,1,2024-12-28
1525,401,51,3,2025-05-03
1526,195,23,1,2024-11-18
1527,115,17,3,2025-03-25
1528,350,59,3,2025-06-01
1529,50,13,3,2025-08-19
1530,266,57,3,2025-01-23
1531,437,45,4,2025-06-24
1532,11,42,3,2025-06-30
1533,316,35,4,2025-11-16
1534,168,43,3,2025-11-08
1535,60,52,4,2024-11-29
1536,208,3,4,2025-09-14
1537,180,54,3,2024-12-14
1538,143,40,2,2025-08-19
1539,108,42,4,2025-07-02
1540,258,55,4,2025-08-18
1541,117,28,1,2025-06-22
1542,208,31,2,2025-02-20
1543,130,25,3,2025-06-03
1544,253,18,4,2024-12-15
1545,201,60,2,2025-06-03
1546,381,42,1,2025-01-24
1547,141,27,1,2025-07-02
1548,362,59,1,2025-03-27
1549,445,28,3,2025-04-10
1550,316,19,3,2025-07-29
1551,137,27,2,2025-02-02
1552,179,44,3,2024-12-14
1553,428,6,3,2025-11-13
1554,220,56,2,2025-07-27
1555,121,35,1,2025-07-09
1556,29,53,1,2025-02-25
1557,286,46,1,2025-11-08
1558,221,52,1,2024-11-20
1559,362,34,4,2025-10-04
1560,81,1,2,2025-07-01
1561,371,58,3,2025-09-29
1562,204,44,4,2025-03-26
1563,179,21,2,2025-01-28
1564,371,7,4,2025-11-08
1565,264,59,3,2025-03-13
1566,154,2,3,2025-04-17
1567,438,41,1,2025-11-14
1568,430,33,2,2025-08-28
1569,86,28,4,2025-04-16
1570,159,18,1,2024-11-21
1571,139,31,4,2025-06-13
1572,15,28,2,2025-04-17
1573,54,39,2,2025-01-09
1574,439,1,1,2025-08-03
1575,299,51,4,2025-01-22
1576,32,21,3,2025-11-10
1577,440,37,1,2025-04-28
1578,91,52,2,2025-03-19
1579,171,51,2,2025-09-25
1580,36,50,4,2025-06-18
1581,87,11,1,2025-04-06
1582,126,36,4,2025-09-11
1583,272,42,1,2025-03-14
1584,321,10,4,2024-12-11
1585,42,54,2,2025-07-03
1586,99,6,3,2025-05-10
1587,235,38,3,2024-12-16
1588,342,56,4,2025-09-16
1589,425,30,2,2025-10-01
1590,211,41,4,2024-11-23
1591,81,46,3,2025-05-17
1592,237,29,2,2025-01-25
1593,35,14,3,2025-03-19
1594,31,1,1,2025-05-23
1595,205,36,3,2025-01-27
1596,28,48,2,2025-06-02
1597,244,21,1,2025-10-14
1598,51,33,4,2024-11-29
1599,147,29,1,2025-04-18
1600,236,42,2,2024-12-12
1601,148,22,2,2025-04-20
1602,223,56,4,2025-08-30
1603,269,53,3,2025-04-06
1604,343,9,3,2025-03-27
1605,89,53,1,2025-06-24
1606,8,15,3,2025-05-22
1607,225,41,1,2025-09-05
1608,322,10,2,2025-02-27
1609,60,1,3,2025-06-14
1610,288,14,2,2025-04-20
1611,444,22,1,2025-02-24
1612,163,53,3,2025-11-08
1613,389,29,2,2024-12-12
1614,12,42,4,2025-03-22
1615,403,15,2,2025-07-28
1616,89,57,1,2025-05-15
1617,361,39,4,2025-09-30
1618,445,56,1,2025-07-03
1619,387,55,2,2025-01-10
1620,164,53,1,2025-08-13
1621,129,19,4,2025-06-29
1622,4,9,1,2025-02-13
1623,238,38,4,2025-05-28
1624,404,25,3,2025-09-22
1625,55,4,2,2025-04-18
1626,118,24,1,2025-08-13
1627,233,20,2,2025-11-12
1628,27,18,4,2025-05-16
1629,175,24,3,2024-12-24
1630,256,54,4,2025-05-28
1631,333,13,1,2025-05-09
1632,358,52,3,2025-08-14
1633,442,28,2,2025-10-17
1634,217,4,1,2025-01-05
1635,138,26,4,2025-10-03
1636,272,14,4,2025-11-13
1637,309,52,2,2025-09-13
1638,210,23,2,2025-02-14
1639,134,25,4,2025-08-20
1640,25,52,3,2025-06-15
1641,231,15,4,2024-12-30
1642,204,53,3,2025-04-11
1643,406,25,1,2025-07-23
1644,342,44,1,2025-01-04
1645,187,55,4,2025-03-01
1646,57,60,4,2025-06-03
1647,72,9,3,2025-04-16
1648,225,18,1,2025-07-12
1649,52,12,4,2024-11-25
1650,349,42,3,2025-05-11
1651,257,56,4,2025-06-23
1652,32,56,3,2025-05-31
1653,359,28,3,2025-04-17
1654,388,35,3,2024-12-25
1655,69,50,2,2025-01-17
1656,122,47,4,2025-03-29
1657,114,40,4,2025-10-04
1658,96,30,1,2025-04-14
1659,94,23,4,2025-03-02
1660,434,42,3,2025-05-17
1661,71,52,1,2025-08-28
1662,64,7,2,2025-08-03
1663,433,12,1,2025-02-18
1664,408,23,2,2025-10-19
1665,366,11,4,2025-08-31
1666,354,19,2,2025-09-16
1667,388,23,1,2025-10-03
1668,361,14,3,2025-09-06
1669,81,57,3,2025-06-30
1670,409,5,1,2025-02-26
1671,121,11,1,2025-08-18
1672,256,37,3,2025-01-31
1673,257,10,4,2025-06-07
1674,187,49,2,2025-05-15
1675,195,34,1,2025-07-25
1676,118,43,1,2024-12-25
1677,124,22,2,2025-05-03
1678,267,26,2,2025-02-11
1679,430,54,1,2025-04-20
1680,180,31,4,2025-05-12
1681,278,13,1,2025-10-19
1682,336,60,4,2025-10-29
1683,375,3,1,2025-08-21
1684,119,33,1,2025-10-12
1685,46,20,2,2024-12-18
1686,430,37,1,2025-09-15
1687,405,42,3,2025-09-21
1688,154,59,1,2024-12-01
1689,444,37,3,2025-02-13
1690,115,47,1,2025-02-14
1691,89,50,3,2025-06-09
1692,83,35,2,2025-06-12
1693,225,27,4,2025-09-15
1694,415,40,3,2025-08-17
1695,211,14,2,2025-01-07
1696,99,42,4,2024-12-12
1697,314,53,4,2025-07-15
1698,241,49,3,2024-12-11
1699,189,5,3,2025-04-20
1700,416,58,3,2025-01-05
1701,334,46,3,2025-07-16
1702,232,4,3,2025-09-05
1703,136,12,4,2025-01-14
1704,318,51,1,2024-12-14
1705,219,56,2,2025-10-02
1706,236,33,3,2025-02-04
1707,287,54,2,2025-10-12
1708,387,53,3,2025-04-21
1709,328,30,2,2024-12-21
1710,322,50,1,2025-06-27
1711,273,4,4,2025-10-18
1712,298,12,4,2025-04-18
1713,35,33,1,2025-04-10
1714,187,10,2,2025-04-03
1715,306,39,1,2024-12-29
1716,258,25,1,2025-08-31
1717,131,25,3,2025-07-31
1718,200,45,1,2025-04-24
1719,394,51,3,2025-02-19
1720,273,34,2,2025-03-01
1721,325,23,4,2025-03-09
1722,239,19,1,2025-06-24
1723,422,55,3,2025-01-08
1724,171,16,2,2025-11-16
1725,113,42,1,2024-12-26
1726,3,14,4,2025-02-01
1727,354,22,2,2025-02-14
1728,36,14,3,2025-04-14
1729,262,35,4,2024-12-01
1730,447,25,3,2025-10-25
1731,312,2,2,2025-05-01
1732,281,46,2,2024-12-24
1733,292,33,1,2025-09-14
1734,435,34,1,2025-09-13
1735,435,46,2,2024-12-06
1736,232,39,1,2025-09-18
1737,97,59,3,2025-07-16
1738,317,22,4,2025-10-04
1739,333,10,1,2025-02-04
1740,371,7,3,2025-09-12
1741,56,41,2,2025-05-16
1742,248,10,4,2025-03-25
1743,233,43,3,2025-10-11
1744,403,45,4,2025-06-06
1745,208,14,1,2024-11-19
1746,316,24,3,2025-05-01
1747,391,60,4,2025-04-01
1748,384,3,4,2025-08-04
1749,168,12,3,2025-10-02
1750,246,19,3,2025-09-07
1751,23,8,2,2025-05-30
1752,205,43,4,2025-09-26
1753,225,28,4,2025-04-08
1754,277,44,3,2025-02-21
1755,166,43,2,2025-03-27
1756,389,39,2,2025-02-23
1757,241,15,4,2025-10-23
1758,51,10,3,2025-08-07
1759,200,41,4,2025-02-02
1760,345,7,2,2025-05-05
1761,241,2,1,2025-05-19
1762,189,14,4,2025-10-25
1763,186,13,4,2025-05-28
1764,198,44,1,2025-06-19
1765,178,7,4,2024-12-14
1766,367,16,1,2025-11-02
1767,340,18,4,2025-01-13
1768,429,39,3,2025-02-05
1769,198,56,3,2025-06-26
1770,322,56,2,2025-08-24
1771,400,41,1,2025-01-05
1772,379,30,4,2025-04-03
1773,219,57,2,2025-06-22
1774,286,20,4,2025-03-10
1775,406,25,3,2025-03-17
1776,383,24,4,2025-08-29
1777,373,59,2,2025-05-04
1778,261,50,3,2025-01-14
1779,306,27,1,2025-11-14
1780,104,36,4,2025-05-23
1781,223,19,3,2025-05-16
1782,173,42,2,2025-08-31
1783,155,34,2,2024-11-29
1784,300,18,3,2025-06-11
1785,295,44,4,2025-07-07
1786,180,39,4,2025-05-21
1787,345,33,1,2025-08-20
1788,95,13,3,2024-12-14
1789,367,45,1,2025-04-18
1790,360,29,1,2025-03-26
1791,387,10,3,2025-08-13
1792,229,25,4,2025-03-05
1793,121,3,2,2025-10-10
1794,7,37,2,2025-02-28
1795,231,28,3,2025-08-18
1796,303,58,4,2025-06-23
1797,165,19,3,2025-04-15
1798,16,8,1,2025-08-24
1799,222,36,2,2025-05-10
1800,155,50,3,2025-01-07
1801,10,31,1,2024-12-26
1802,51,28,3,2025-04-12
1803,19,48,3,2025-02-18
1804,444,42,4,2025-08-10
1805,422,20,4,2024-12-24
1806,406,42,3,2025-08-28
1807,49,57,3,2025-02-04
1808,319,21,4,2025-01-01
